"","Div","Date","AwayTeam","FTAG","FTR","HTAG","HTR","Referee","AS","AST","AF","AC","AY","AR","Passacu2","Aerialsuccess2","possession2","Tackle2"
"258","E0","13/05/18","Man City",1,"A",0,"D","A Marriner",13,2,10,12,1,0,87,51,70,13
"259","E0","23/09/17","Man United",1,"A",1,"A","C Pawson",9,4,9,4,4,0,77,75,39,16
"260","E0","15/10/17","Newcastle",2,"D",1,"A","K Friend",19,5,12,8,2,0,74,39,38,14
"261","E0","3/3/2018","Stoke",0,"D",0,"D","A Taylor",12,3,13,4,1,0,67,64,35,13
"262","E0","12/8/2017","Swansea",0,"D",0,"D","M Jones",4,0,13,0,1,0,77,51,40,11
"263","E0","21/01/18","Tottenham",1,"D",1,"D","K Friend",17,2,15,9,3,0,83,62,59,16
"264","E0","9/9/2017","Watford",2,"A",1,"A","L Probert",12,3,11,4,0,0,72,55,47,19
"265","E0","21/10/17","West Brom",0,"H",0,"D","G Scott",7,2,8,3,1,0,66,53,34,10
"266","E0","19/08/17","West Ham",2,"H",1,"H","L Mason",16,8,10,2,1,1,66,61,34,12
"267","E0","19/08/17","Arsenal",0,"H",0,"D","A Marriner",18,6,11,9,0,0,87,33,77,15
"268","E0","21/10/17","Bournemouth",2,"A",2,"A","L Probert",7,3,10,3,1,0,72,46,48,17
"269","E0","10/2/2018","Brighton",1,"D",1,"A","R Madley",14,6,10,4,0,0,63,56,43,28
"270","E0","22/04/18","Burnley",1,"D",0,"H","M Dean",16,7,5,8,1,0,71,51,57,9
"271","E0","23/09/17","Chelsea",4,"A",2,"A","M Dean",7,4,14,0,2,0,85,61,56,26
"272","E0","5/5/2018","Crystal Palace",2,"A",0,"H","M Atkinson",13,2,12,7,2,0,77,48,59,7
"273","E0","17/03/18","Everton",2,"A",0,"D","M Atkinson",17,9,12,9,1,0,80,32,57,19
"274","E0","20/01/18","Huddersfield",0,"H",0,"D","M Oliver",6,3,13,2,1,0,54,36,52,14
"275","E0","4/11/2017","Leicester",2,"D",1,"D","R Madley",14,4,8,10,0,0,80,49,53,14
"276","E0","29/11/17","Liverpool",3,"A",1,"A","M Atkinson",14,7,10,9,5,0,81,42,60,14
"277","E0","12/3/2018","Man City",2,"A",1,"A","J Moss",17,6,8,10,0,0,90,55,77,16
"278","E0","9/9/2017","Man United",2,"D",1,"D","N Swarbrick",18,8,10,11,0,0,87,55,63,9
"279","E0","1/1/2018","Newcastle",1,"A",0,"D","C Kavanagh",14,6,11,5,1,0,66,48,41,17
"280","E0","30/09/17","Southampton",1,"H",0,"H","M Jones",21,3,10,6,2,0,86,42,71,14
"281","E0","2/12/2017","Swansea",1,"H",1,"H","C Pawson",10,3,10,6,0,0,81,43,56,24
"282","E0","7/4/2018","Tottenham",2,"A",0,"D","G Scott",15,4,8,3,3,0,83,63,67,15
"283","E0","31/01/18","Watford",0,"D",0,"D","J Moss",12,2,12,6,3,0,62,48,52,13
"284","E0","23/12/17","West Brom",1,"H",0,"H","N Swarbrick",17,7,11,11,0,0,76,42,56,16
"285","E0","16/12/17","West Ham",3,"A",1,"A","G Scott",14,7,13,9,1,0,79,43,45,7
"286","E0","30/01/18","Arsenal",1,"H",1,"D","L Mason",9,4,8,3,3,0,92,56,74,11
"287","E0","25/11/17","Bournemouth",0,"D",0,"D","S Attwell",9,5,6,5,2,0,83,49,52,16
"288","E0","4/11/2017","Brighton",1,"A",1,"A","M Dean",5,2,12,7,1,0,71,44,44,17
"289","E0","10/2/2018","Burnley",0,"H",0,"D","A Marriner",13,1,9,2,1,0,68,51,43,17
"290","E0","28/04/18","Chelsea",1,"A",1,"A","J Moss",11,3,9,2,1,0,87,70,49,12
"291","E0","23/12/17","Crystal Palace",1,"D",0,"D","C Pawson",13,5,11,3,3,0,76,62,36,21
"292","E0","14/04/18","Everton",1,"D",1,"A","L Mason",12,3,11,3,1,0,76,54,49,17
"293","E0","14/10/17","Huddersfield",0,"H",0,"H","P Tierney",7,2,16,3,5,0,85,39,60,16
"294","E0","21/10/17","Leicester",2,"A",1,"A","M Oliver",11,6,9,6,1,0,71,53,44,23
"295","E0","22/01/18","Liverpool",0,"H",0,"H","N Swarbrick",21,4,9,9,2,0,88,51,72,15
"296","E0","13/12/17","Man City",4,"A",2,"A","A Taylor",23,10,6,5,0,0,92,52,79,17
"297","E0","19/08/17","Man United",4,"A",1,"A","J Moss",17,8,11,5,1,0,87,37,59,16
"298","E0","10/9/2017","Newcastle",1,"A",0,"D","M Jones",16,8,15,5,3,0,72,43,38,21
"299","E0","8/5/2018","Southampton",1,"A",0,"D","M Oliver",13,8,15,6,1,0,67,56,47,14
"300","E0","13/05/18","Stoke",2,"A",2,"A","A Taylor",8,5,9,0,2,0,80,67,42,21
"301","E0","2/1/2018","Tottenham",2,"A",1,"A","R Madley",12,5,9,5,2,0,88,61,68,21
"302","E0","23/09/17","Watford",2,"A",1,"A","L Mason",8,4,16,4,3,0,79,56,49,17
"303","E0","9/12/2017","West Brom",0,"H",0,"D","M Dean",7,1,18,3,5,0,74,57,46,15
"304","E0","3/3/2018","West Ham",1,"H",0,"H","M Atkinson",7,2,14,5,3,0,81,38,55,20
"305","E0","10/2/2018","Arsenal",0,"H",0,"D","A Taylor",6,1,9,2,1,0,80,45,50,12
"306","E0","14/10/17","Bournemouth",0,"H",0,"D","R Madley",5,1,7,5,3,0,66,46,27,11
"307","E0","13/12/17","Brighton",0,"H",0,"H","R Madley",7,4,10,2,1,0,64,50,25,13
"308","E0","27/08/17","Burnley",1,"D",0,"D","L Mason",13,3,9,7,0,0,70,33,64,16
"309","E0","20/08/17","Chelsea",2,"A",1,"A","A Taylor",9,2,21,3,3,0,69,57,32,31
"310","E0","5/11/2017","Crystal Palace",0,"H",0,"D","K Friend",11,3,7,9,2,0,68,47,31,19
"311","E0","13/01/18","Everton",0,"H",0,"H","C Pawson",7,0,15,3,2,0,71,42,38,17
"312","E0","3/3/2018","Huddersfield",0,"H",0,"H","K Friend",3,3,8,1,1,0,72,60,36,23
"313","E0","13/05/18","Leicester",4,"H",2,"A","C Pawson",16,9,13,4,2,0,87,44,64,26
"314","E0","22/10/17","Liverpool",1,"H",1,"H","A Marriner",12,7,8,5,1,0,83,61,52,14
"315","E0","14/04/18","Man City",3,"A",2,"A","J Moss",17,6,12,7,4,0,78,58,47,25
"316","E0","31/01/18","Man United",0,"H",0,"H","A Marriner",6,3,13,3,2,0,65,57,37,21
"317","E0","9/5/2018","Newcastle",0,"H",0,"D","N Swarbrick",14,3,8,4,3,0,73,37,43,28
"318","E0","26/12/17","Southampton",2,"H",0,"H","G Scott",16,6,15,8,2,0,63,53,29,17
"319","E0","9/12/2017","Stoke",1,"H",0,"H","R East",4,3,9,6,0,0,63,43,25,17
"320","E0","16/09/17","Swansea",0,"D",0,"D","M Dean",4,0,9,1,3,0,71,46,38,19
"321","E0","30/04/18","Watford",0,"H",0,"H","M Oliver",13,5,10,0,0,0,79,56,27,20
"322","E0","25/11/17","West Brom",1,"D",1,"A","M Jones",5,2,13,0,4,0,65,47,29,18
"323","E0","4/1/2018","West Ham",1,"D",0,"D","M Dean",3,1,6,1,2,0,62,55,25,29
"324","E0","14/10/17","Arsenal",1,"H",1,"A","N Swarbrick",9,6,10,5,0,0,80,58,54,18
"325","E0","31/03/18","Bournemouth",2,"D",1,"D","A Marriner",13,6,6,4,0,0,79,58,50,20
"326","E0","26/08/17","Brighton",0,"D",0,"D","G Scott",16,2,18,11,1,0,83,50,58,12
"327","E0","7/4/2018","Burnley",2,"A",0,"D","P Tierney",7,4,12,1,2,0,60,51,39,13
"328","E0","5/2/2018","Chelsea",1,"H",0,"H","M Dean",7,3,8,2,2,1,82,44,55,16
"329","E0","21/04/18","Crystal Palace",0,"D",0,"D","C Kavanagh",6,1,13,3,5,0,70,43,48,16
"330","E0","24/02/18","Everton",0,"H",0,"D","A Taylor",7,2,9,5,1,0,65,25,46,26
"331","E0","16/12/17","Huddersfield",4,"A",2,"A","M Oliver",15,9,17,7,1,1,72,53,41,24
"332","E0","26/12/17","Leicester",1,"H",1,"D","C Kavanagh",11,5,13,8,3,0,68,58,50,15
"333","E0","12/8/2017","Liverpool",3,"D",1,"H","A Taylor",14,5,8,3,3,0,80,59,60,12
"334","E0","16/09/17","Man City",6,"A",3,"A","A Taylor",28,10,6,11,0,0,90,54,67,19
"335","E0","28/11/17","Man United",4,"A",3,"A","J Moss",15,7,10,5,1,0,73,50,41,14
"336","E0","5/5/2018","Newcastle",1,"H",0,"H","R East",9,1,11,5,1,0,82,60,61,8
"337","E0","13/01/18","Southampton",2,"D",2,"A","R East",10,4,13,4,5,0,67,47,44,15
"338","E0","28/10/17","Stoke",1,"A",1,"A","M Oliver",6,2,9,1,4,0,59,59,30,18
"339","E0","30/12/17","Swansea",2,"A",0,"H","M Atkinson",9,4,13,8,2,0,83,36,49,19
"340","E0","2/12/2017","Tottenham",1,"D",1,"D","M Atkinson",8,2,8,2,1,1,71,44,49,21
"341","E0","3/3/2018","West Brom",0,"H",0,"D","P Tierney",9,2,12,6,0,0,65,60,47,17
"342","E0","19/11/17","West Ham",0,"H",0,"H","A Marriner",10,6,10,1,4,0,76,51,41,6
"343","E0","31/12/17","Arsenal",1,"D",0,"D","M Dean",14,4,9,6,3,0,84,40,65,12
"344","E0","12/8/2017","Bournemouth",0,"H",0,"H","R Madley",9,2,3,2,1,0,86,60,71,16
"345","E0","13/01/18","Brighton",0,"H",0,"H","M Atkinson",13,1,15,6,0,0,77,46,56,17
"346","E0","31/03/18","Burnley",2,"A",1,"A","L Probert",11,4,9,6,3,0,80,46,53,10
"347","E0","18/11/17","Chelsea",4,"A",3,"A","J Moss",11,7,12,4,3,0,87,41,61,14
"348","E0","2/12/2017","Crystal Palace",0,"D",0,"D","M Oliver",10,2,10,7,1,0,70,53,49,15
"349","E0","26/12/17","Everton",0,"D",0,"D","R East",7,3,13,2,0,0,68,41,47,16
"350","E0","24/02/18","Huddersfield",2,"A",0,"D","J Moss",16,7,9,3,1,0,63,53,47,29
"351","E0","10/3/2018","Leicester",4,"A",1,"D","R Madley",14,6,7,6,3,0,77,63,56,17
"352","E0","21/04/18","Liverpool",2,"D",1,"A","S Attwell",9,3,5,4,1,0,84,45,62,11
"353","E0","28/10/17","Man City",3,"A",2,"A","M Jones",15,5,7,2,3,0,91,59,78,16
"354","E0","17/12/17","Man United",2,"A",2,"A","A Taylor",8,3,7,3,3,0,82,59,57,12
"355","E0","28/11/17","Newcastle",2,"D",0,"H","L Probert",14,4,12,6,0,0,79,50,52,18
"356","E0","3/2/2018","Southampton",3,"A",2,"A","M Oliver",13,5,10,7,1,0,77,47,61,14
"357","E0","27/08/17","Stoke",1,"D",0,"D","A Taylor",16,2,9,4,2,0,87,69,57,20
"358","E0","7/4/2018","Swansea",1,"D",0,"D","R East",7,1,5,1,2,0,78,55,48,13
"359","E0","5/5/2018","Tottenham",0,"H",0,"D","M Jones",18,5,12,9,1,0,84,47,74,13
"360","E0","30/09/17","Watford",2,"D",1,"H","M Oliver",15,3,11,6,0,0,84,47,65,21
"361","E0","16/09/17","West Ham",0,"D",0,"D","P Tierney",9,1,7,3,2,0,85,71,63,11
"362","E0","13/12/17","Arsenal",0,"D",0,"D","J Moss",22,3,9,7,0,0,86,49,70,17
"363","E0","20/01/18","Bournemouth",1,"D",0,"D","M Atkinson",8,3,7,3,1,0,77,46,52,15
"364","E0","20/10/17","Brighton",3,"A",2,"A","M Atkinson",7,5,13,3,0,0,74,60,35,10
"365","E0","10/3/2018","Burnley",3,"A",0,"D","L Mason",7,4,7,1,2,0,76,52,48,11
"366","E0","9/12/2017","Chelsea",0,"H",0,"H","A Taylor",19,2,10,3,1,0,86,56,69,24
"367","E0","30/01/18","Crystal Palace",1,"D",1,"D","N Swarbrick",9,3,15,3,3,0,82,52,60,9
"368","E0","13/05/18","Everton",1,"H",0,"H","G Scott",14,7,13,6,1,0,77,39,43,10
"369","E0","11/9/2017","Huddersfield",0,"H",0,"D","K Friend",10,2,14,3,2,0,78,43,57,19
"370","E0","24/11/17","Leicester",1,"D",1,"D","M Atkinson",7,2,12,5,1,0,77,45,51,24
"371","E0","4/11/2017","Liverpool",4,"A",2,"A","N Swarbrick",15,7,13,3,0,0,78,47,52,19
"372","E0","29/04/18","Man City",4,"A",2,"A","N Swarbrick",19,7,11,7,1,0,92,71,75,15
"373","E0","10/5/2018","Man United",0,"D",0,"D","J Moss",16,6,12,6,1,0,86,67,56,16
"374","E0","23/12/17","Newcastle",3,"A",1,"D","L Mason",11,4,12,3,1,0,61,46,36,23
"375","E0","31/03/18","Southampton",0,"H",0,"H","J Moss",9,0,16,9,3,0,73,44,52,17
"376","E0","16/04/18","Stoke",1,"D",0,"D","M Oliver",11,7,21,1,3,0,68,56,37,13
"377","E0","30/09/17","Swansea",0,"H",0,"D","R East",6,1,13,1,2,0,82,44,57,14
"378","E0","23/09/17","Tottenham",3,"A",2,"A","M Oliver",15,5,20,3,2,1,74,58,51,19
"379","E0","10/2/2018","Watford",0,"H",0,"H","G Scott",11,4,7,7,1,0,73,51,64,16
"380","E0","2/1/2018","West Brom",1,"H",1,"A","M Jones",10,3,12,4,2,0,78,40,47,16
